page_id,run_number,response_time_ms,status_code,success,error
9863,3,98.62,200,1,
9864,1,133.39,200,1,
9864,2,171.5,200,1,
9864,3,101.79,200,1,
9865,1,106.63,200,1,
9865,2,180.61,200,1,
9865,3,102.11,200,1,
9867,1,97.66,200,1,
9867,2,101.04,200,1,
9867,3,118.46,200,1,
9868,1,93.14,200,1,
9868,2,94.2,200,1,
9868,3,102.76,200,1,
9869,1,128.31,200,1,
9869,2,158.16,200,1,
9869,3,102.07,200,1,
9870,1,106.08,200,1,
9870,2,121.49,200,1,
9870,3,109.7,200,1,
9871,1,96.53,200,1,
9871,2,98.48,200,1,
9871,3,171.75,200,1,
9872,1,92.38,200,1,
9872,2,44.58,200,1,
9872,3,91.89,200,1,
9873,1,110.2,200,1,
9873,2,93.17,200,1,
9873,3,93.12,200,1,
9874,1,95.04,200,1,
9874,2,117.64,200,1,
9874,3,98.7,200,1,
9876,1,99.92,200,1,
9876,2,97.42,200,1,
9876,3,170.66,200,1,
9877,1,95.98,200,1,
9877,2,96.84,200,1,
9877,3,98.33,200,1,
9878,1,115.8,200,1,
9878,2,104.37,200,1,
9878,3,99.02,200,1,
9879,1,93.95,200,1,
9879,2,117.6,200,1,
9879,3,91.43,200,1,
9880,1,103.62,200,1,
9880,2,99.96,200,1,
9880,3,173.64,200,1,
9882,1,92.65,200,1,
9882,2,110.48,200,1,
9882,3,106.21,200,1,
9885,1,119.61,200,1,
9885,2,99.3,200,1,
9885,3,97.14,200,1,
9886,1,107.14,200,1,
9886,2,174.2,200,1,
9886,3,91.12,200,1,
9887,1,108.24,200,1,
9887,2,113.09,200,1,
9887,3,203.98,200,1,
9888,1,179.68,200,1,
9888,2,99.37,200,1,
9888,3,115.74,200,1,
9889,1,93.92,200,1,
9889,2,130.07,200,1,
9889,3,89.49,200,1,
9890,1,185.66,200,1,
9890,2,123.94,200,1,
9890,3,153.79,200,1,
9891,1,102.15,200,1,
9891,2,126.26,200,1,
9891,3,113.93,200,1,
9892,1,92.44,200,1,
9892,2,87.92,200,1,
9892,3,86.14,200,1,
9893,1,106.16,200,1,
9893,2,92.08,200,1,
9893,3,93.39,200,1,
9894,1,98.33,200,1,
9894,2,126.01,200,1,
